actual,risk_score,decision
0,0.028341072,approve
0,0.3102401,approve
0,0.12077789,approve
0,0.3538754,approve
0,0.0015458107,approve
0,0.24546278,approve
0,0.09268054,approve
0,0.16560103,approve
0,0.0013530434,approve
0,0.18495972,approve
0,0.12493713,approve
0,0.21490477,approve
0,0.0005039832,approve
0,0.09184777,approve
0,0.0072837863,approve
0,0.6253513,approve
0,0.010935641,approve
0,0.013273825,approve
0,0.00518502,approve
0,0.3893287,approve
0,0.005234862,approve
0,0.02553452,approve
0,0.019928684,approve
0,0.07468061,approve
0,0.5060306,approve
0,0.9768174,decline
0,0.15938604,approve
0,0.016918585,approve
0,0.006391248,approve
0,0.022254732,approve
0,0.8619927,decline
0,0.0017299643,approve
0,0.012438308,approve
0,0.15289646,approve
0,0.3959633,approve
0,0.13325632,approve
0,0.057676863,approve
0,0.6416101,approve
0,0.004962676,approve
0,0.07596706,approve
0,0.72742873,approve
0,0.17806524,approve
0,0.06548186,approve
0,0.2634699,approve
0,0.020874565,approve
0,0.027233545,approve
0,0.11396976,approve
0,0.008668812,approve
0,0.008041232,approve
0,0.0036727113,approve
0,0.8398755,decline
0,0.07326478,approve
0,0.85119444,decline
0,0.39145663,approve
0,0.11514677,approve
0,0.21240763,approve
0,0.48402777,approve
0,0.84240115,decline
0,0.99956053,decline
0,0.0051968643,approve
0,0.013071407,approve
0,0.03610639,approve
0,0.024859348,approve
0,0.020781713,approve
0,0.001209593,approve
0,0.0003085651,approve
0,0.0049379687,approve
0,0.008873225,approve
0,0.49195966,approve
0,0.5800562,approve
0,0.89954394,decline
0,0.011086533,approve
0,0.74989116,approve
0,0.15692365,approve
0,0.5486235,approve
0,0.82453126,decline
0,0.0010927223,approve
0,0.031207277,approve
0,0.93005824,decline
0,0.5599227,approve
0,0.0037313602,approve
0,0.010345743,approve
0,0.04510791,approve
0,0.10552687,approve
0,0.006753851,approve
0,0.9961343,decline
0,0.051782414,approve
0,0.82081157,decline
0,0.87709457,decline
0,0.007857814,approve
0,0.089442156,approve
0,0.0066257757,approve
0,0.0014346411,approve
0,0.019241367,approve
0,0.0005399972,approve
0,0.5149878,approve
0,0.0035350125,approve
0,0.61721605,approve
0,0.051709685,approve
0,0.001886638,approve
0,0.013280627,approve
0,0.0064032087,approve
0,0.99414515,decline
0,0.00948855,approve
0,0.002155015,approve
0,0.01750066,approve
0,0.019235864,approve
0,0.0030188535,approve
0,0.089164026,approve
0,0.08527135,approve
0,0.004199094,approve
0,0.95974433,decline
0,0.011871107,approve
0,0.4988404,approve
0,0.01706292,approve
0,0.00035515206,approve
0,0.51516616,approve
0,0.023399478,approve
0,0.01064494,approve
0,0.064049035,approve
0,0.68089813,approve
0,0.021828694,approve
0,0.094798565,approve
0,0.016008906,approve
0,0.000233231,approve
0,0.010398496,approve
0,0.120649666,approve
0,0.016999232,approve
0,0.053675633,approve
0,0.041509345,approve
0,0.47642276,approve
0,0.2934171,approve
0,0.004643179,approve
0,0.0075396732,approve
0,0.0026862768,approve
0,0.007132496,approve
0,0.015728286,approve
0,0.017287916,approve
0,0.00032315537,approve
0,0.17971629,approve
0,0.013857092,approve
0,0.02344308,approve
0,0.04654237,approve
0,0.0033197668,approve
0,0.11373994,approve
0,0.23671119,approve
0,0.3590283,approve
0,0.0011299584,approve
0,0.058307014,approve
0,0.11654403,approve
0,0.003964911,approve
0,0.41760048,approve
0,0.13596231,approve
0,0.19671571,approve
0,0.17034581,approve
0,0.39150476,approve
0,0.16799113,approve
0,0.0152421,approve
0,0.13881557,approve
0,0.03660567,approve
0,0.5502571,approve
0,0.744133,approve
0,0.003434898,approve
0,0.06573868,approve
0,0.045002658,approve
0,0.98743176,decline
0,0.0019240726,approve
0,0.0039101127,approve
0,0.19613525,approve
0,0.028116317,approve
0,0.94628656,decline
0,0.16246396,approve
0,0.96738046,decline
0,0.9846805,decline
0,0.21400836,approve
0,0.9930432,decline
0,0.12572178,approve
0,0.016701821,approve
0,0.038111478,approve
0,0.0033080725,approve
0,0.0008570162,approve
0,0.096468665,approve
0,0.0008220025,approve
0,0.0065472648,approve
0,0.005811804,approve
0,0.38331997,approve
0,0.9401476,decline
0,0.08726683,approve
0,0.03763416,approve
0,0.21335612,approve
0,0.8095947,decline
0,0.9554113,decline
0,0.0013178481,approve
0,0.012331047,approve
0,0.014634602,approve
0,0.2762265,approve
0,0.051296327,approve
0,0.10981098,approve
0,0.8881147,decline
0,0.30015466,approve
0,0.0049561393,approve
0,0.03764968,approve
0,0.68823093,approve
0,0.020301707,approve
0,0.024766555,approve
0,0.14575315,approve
0,0.038851075,approve
0,0.94385433,decline
0,0.6589495,approve
0,0.4499764,approve
0,0.36803117,approve
0,0.0019396658,approve
0,0.13674517,approve
0,0.7068536,approve
0,0.009821895,approve
0,0.027828125,approve
0,0.0109796235,approve
0,0.26455617,approve
0,0.015128789,approve
0,0.003945094,approve
0,0.04439117,approve
0,0.055523414,approve
0,0.026795443,approve
0,0.00071244396,approve
0,0.08485543,approve
0,0.123581246,approve
0,0.027142713,approve
0,0.97943646,decline
0,0.95265895,decline
0,0.005050165,approve
0,0.75657016,approve
0,0.04370295,approve
0,0.017424123,approve
0,0.004327619,approve
0,0.03592985,approve
0,0.003621202,approve
0,0.54208195,approve
0,0.0059835366,approve
0,0.9955649,decline
0,0.030350432,approve
0,0.005047102,approve
0,0.48176977,approve
0,0.008037539,approve
0,0.03140452,approve
0,0.008288591,approve
0,0.00472692,approve
0,0.3937961,approve
0,0.0012166579,approve
0,0.008048279,approve
0,0.007922077,approve
0,0.001730059,approve
0,0.42108086,approve
0,0.096340254,approve
0,0.09957206,approve
0,0.019287948,approve
0,0.61185026,approve
0,0.60001755,approve
0,0.038272887,approve
0,0.0010206793,approve
0,0.06617207,approve
0,0.0015582399,approve
0,0.007682699,approve
0,0.010052411,approve
0,0.05186142,approve
0,0.0114719495,approve
0,0.61844075,approve
0,0.002201374,approve
0,0.0015889133,approve
0,0.0015154234,approve
0,0.004192653,approve
0,0.004944747,approve
0,0.03618817,approve
0,0.135295,approve
0,0.0439971,approve
0,0.054759964,approve
0,0.008894529,approve
0,0.044279892,approve
0,0.74915975,approve
0,0.00090723025,approve
0,0.011724847,approve
0,0.25421917,approve
0,0.5067946,approve
0,0.0026041388,approve
0,0.0033632782,approve
0,0.2646087,approve
0,0.38718477,approve
0,0.0028678607,approve
0,0.12251048,approve
0,0.9769008,decline
0,0.6391485,approve
0,0.038224798,approve
0,0.011257716,approve
0,0.3834438,approve
0,0.7616016,approve
0,0.810051,decline
0,0.0015664861,approve
0,0.103562206,approve
0,0.4030721,approve
0,0.16720742,approve
0,0.12583213,approve
0,0.005998371,approve
0,0.44627634,approve
0,0.007979637,approve
0,0.22338098,approve
0,0.017355721,approve
0,0.13946347,approve
0,0.00086142373,approve
0,0.08346107,approve
0,0.010731786,approve
0,0.06256434,approve
0,0.10414146,approve
0,0.6067635,approve
0,0.6024471,approve
0,0.049183007,approve
0,0.015304501,approve
0,0.006204182,approve
0,0.89356333,decline
0,0.009535501,approve
0,0.055209927,approve
0,0.28439537,approve
0,0.6791431,approve
0,0.071928404,approve
0,0.019038498,approve
0,0.14105095,approve
0,0.18443759,approve
0,0.016190222,approve
0,0.047817003,approve
0,0.9415424,decline
0,0.113346174,approve
0,0.1857503,approve
0,0.01292947,approve
0,0.43877217,approve
0,0.54881734,approve
0,0.93636256,decline
0,0.7667601,approve
0,0.0007201905,approve
0,0.091709286,approve
0,0.010218213,approve
0,0.24767852,approve
0,0.78942156,approve
0,0.0017779132,approve
0,0.0152763855,approve
0,0.0020102016,approve
0,0.30143306,approve
0,0.019836707,approve
0,0.0098821875,approve
0,0.007935114,approve
0,0.16120465,approve
0,0.050466597,approve
0,0.491322,approve
0,0.018298248,approve
0,0.17024612,approve
0,0.05599275,approve
0,0.0013010963,approve
0,0.013587645,approve
0,0.25618842,approve
0,0.005789321,approve
0,0.9212438,decline
0,0.2266728,approve
0,0.6861418,approve
0,0.00476075,approve
0,0.6264188,approve
0,0.10444433,approve
0,0.01636448,approve
0,0.16267581,approve
0,0.03894778,approve
0,0.0015453097,approve
0,0.00047107646,approve
0,0.31405252,approve
0,0.514048,approve
0,0.054828387,approve
0,0.012826913,approve
0,0.47516358,approve
0,0.0072768806,approve
0,0.0021601028,approve
0,0.31948537,approve
0,0.00017603522,approve
0,0.04146021,approve
0,0.002545639,approve
0,0.07674238,approve
0,0.004681885,approve
0,0.0046063727,approve
0,0.012136652,approve
0,0.006868805,approve
0,0.37338048,approve
0,0.13484538,approve
0,0.29964593,approve
0,0.11015222,approve
0,0.18171428,approve
0,0.015806207,approve
0,0.09808097,approve
0,0.0049676844,approve
0,0.0043504257,approve
0,0.22276568,approve
0,0.0002590614,approve
0,0.13099398,approve
0,0.010081736,approve
0,0.0005896234,approve
0,0.056688853,approve
0,0.0013634189,approve
0,0.0020172305,approve
0,0.27665085,approve
0,0.053804085,approve
0,0.036726367,approve
0,0.031938378,approve
0,0.17627165,approve
0,0.75461274,approve
0,0.016537588,approve
0,0.7559263,approve
0,0.675272,approve
0,0.40623555,approve
0,0.06550653,approve
0,0.04044142,approve
0,0.1018405,approve
0,0.4923288,approve
0,0.00092572044,approve
0,0.27432984,approve
0,0.005315769,approve
0,0.028466428,approve
0,0.33682984,approve
0,0.003783426,approve
0,0.012465399,approve
0,0.0034782074,approve
0,0.35635686,approve
0,0.011802766,approve
0,0.021254627,approve
0,0.020744229,approve
0,0.008195104,approve
0,0.00666685,approve
0,0.50366956,approve
0,0.021731053,approve
0,0.08503857,approve
0,0.9957547,decline
0,0.38955995,approve
0,0.95655406,decline
0,0.013319613,approve
0,0.1909242,approve
0,0.13791683,approve
0,0.10103016,approve
0,0.041248985,approve
0,0.16977546,approve
0,0.014687678,approve
0,0.059567373,approve
0,0.99558854,decline
0,0.14913903,approve
0,0.17828494,approve
0,0.0014097953,approve
0,0.0012605907,approve
0,0.0009451367,approve
0,0.17225952,approve
0,0.16895856,approve
0,0.005499454,approve
0,0.7094882,approve
0,0.056483593,approve
0,0.19159538,approve
0,0.47178957,approve
0,0.9866312,decline
0,0.049054172,approve
0,0.050048493,approve
0,0.32917526,approve
0,0.04582042,approve
0,0.018075733,approve
0,0.010854534,approve
0,0.010725935,approve
0,0.10172901,approve
0,0.07341803,approve
0,0.98517215,decline
0,0.020399833,approve
0,0.0016728537,approve
0,0.09116615,approve
0,0.19672622,approve
0,0.0037593334,approve
0,0.0057053417,approve
0,0.011505492,approve
0,0.83285767,decline
0,0.0820869,approve
0,0.028318793,approve
0,0.013592227,approve
0,0.08461278,approve
0,0.8562267,decline
0,0.023477899,approve
0,0.06165799,approve
0,0.06575956,approve
0,0.0064841677,approve
0,0.30373058,approve
0,0.022292338,approve
0,0.33361,approve
0,0.06271646,approve
0,0.010531899,approve
0,0.013811885,approve
0,0.09594108,approve
0,0.8751215,decline
0,0.010777957,approve
0,0.5265388,approve
0,0.8982402,decline
0,0.0046810694,approve
0,0.0012422588,approve
0,0.064008154,approve
0,0.21060356,approve
0,0.0116667105,approve
0,0.040482022,approve
0,0.012889786,approve
0,0.036402274,approve
0,0.20657521,approve
0,0.0032861566,approve
0,0.97741276,decline
0,0.063255325,approve
0,0.73977166,approve
0,0.0011611754,approve
0,0.8496156,decline
0,0.010436805,approve
0,0.7724062,approve
0,0.0014884525,approve
0,0.41733113,approve
0,0.039763305,approve
0,0.0035135697,approve
0,0.21462065,approve
0,0.012046563,approve
0,0.98257774,decline
0,0.24658415,approve
0,0.26557207,approve
0,0.004025341,approve
0,0.746571,approve
0,0.27340305,approve
0,5.544196e-05,approve
0,0.21808243,approve
0,0.08364645,approve
0,0.0056761536,approve
0,0.013456103,approve
0,0.0083435,approve
0,0.002408126,approve
0,0.8371208,decline
0,0.1079142,approve
0,0.031747546,approve
0,0.002493972,approve
0,0.00013449887,approve
0,0.012338901,approve
0,0.04561943,approve
0,0.87336856,decline
0,0.4694764,approve
0,0.33716536,approve
0,0.0006852402,approve
0,0.67664623,approve
0,0.045994572,approve
0,0.42026597,approve
0,0.0039089355,approve
0,0.0026241452,approve
0,0.1349259,approve
0,0.050070297,approve
0,0.9498241,decline
0,0.9257028,decline
0,0.013775631,approve
0,0.00061001413,approve
0,0.29639274,approve
0,0.0091931205,approve
0,0.014707067,approve
0,0.035527647,approve
0,0.5958558,approve
0,0.5187794,approve
0,0.083897844,approve
0,0.1175517,approve
0,0.6894438,approve
0,0.012491522,approve
0,0.004629892,approve
0,0.020501023,approve
0,0.0065202443,approve
0,0.084197514,approve
0,0.0046185884,approve
0,0.9856667,decline
0,0.018775925,approve
0,0.9329639,decline
0,0.00025075107,approve
0,0.018220998,approve
0,0.5052085,approve
0,0.005416278,approve
0,0.17899099,approve
0,0.21124318,approve
0,0.0029063867,approve
0,0.14038582,approve
0,0.116152965,approve
0,0.044097755,approve
0,0.001893424,approve
0,0.051780693,approve
0,0.0020134288,approve
0,0.06133326,approve
0,0.013626186,approve
0,0.0024071443,approve
0,0.00035158705,approve
0,0.07171538,approve
0,0.026842339,approve
0,0.26742074,approve
0,0.0051117307,approve
0,0.18265793,approve
0,0.99625766,decline
0,0.9933227,decline
0,0.011117487,approve
0,0.051636185,approve
0,0.00023727825,approve
0,0.0023781112,approve
0,0.51248026,approve
0,0.004731869,approve
0,0.0055438722,approve
0,0.0019700571,approve
0,0.090024024,approve
0,0.0050700908,approve
0,0.004251122,approve
0,0.038885966,approve
0,0.00075379916,approve
0,0.23710103,approve
0,0.18587494,approve
0,0.010790206,approve
0,0.07506982,approve
0,0.00033008255,approve
0,0.022498794,approve
0,0.8832199,decline
0,0.03115279,approve
0,0.053171784,approve
0,0.46667406,approve
0,0.6294304,approve
0,0.00044726534,approve
0,0.9829905,decline
0,0.053698197,approve
0,0.3050218,approve
0,0.02390805,approve
0,0.047477733,approve
0,0.0015790241,approve
0,0.28930032,approve
0,0.74445605,approve
0,0.036716685,approve
0,0.90217346,decline
0,0.0023501564,approve
0,0.09857246,approve
0,0.0009041211,approve
0,0.003155497,approve
0,0.0330511,approve
0,0.99718237,decline
0,0.029497027,approve
0,0.18739772,approve
0,0.06856146,approve
0,0.0009832624,approve
0,0.073779725,approve
0,0.8713035,decline
0,0.37337816,approve
0,0.035689265,approve
0,0.004299135,approve
0,0.17571233,approve
0,0.00881123,approve
0,0.07644896,approve
0,0.0002797828,approve
0,0.02440749,approve
0,0.9355921,decline
0,0.00033307486,approve
0,0.121660806,approve
0,0.076031014,approve
0,0.22715847,approve
0,0.0018146253,approve
0,0.4627539,approve
0,0.016671674,approve
0,0.94284976,decline
0,0.1071752,approve
0,0.006450755,approve
0,0.11413104,approve
0,0.019937549,approve
0,0.5741257,approve
0,0.00041841457,approve
0,0.21096593,approve
0,0.015270082,approve
0,0.0058246213,approve
0,0.052281857,approve
0,0.010483762,approve
0,0.2477714,approve
0,0.12942612,approve
0,0.9971827,decline
0,0.09647,approve
0,0.020840976,approve
0,0.50250834,approve
0,0.03730044,approve
0,0.142218,approve
0,0.0031926802,approve
0,0.16799113,approve
0,0.044634,approve
0,0.033141702,approve
0,0.0008993329,approve
0,0.05455193,approve
0,0.00020913836,approve
0,0.962368,decline
0,0.0036616325,approve
0,0.21377644,approve
0,0.35151482,approve
0,0.99560153,decline
0,0.15309627,approve
0,0.0098821875,approve
0,0.6143622,approve
0,0.14398758,approve
0,0.0027527774,approve
0,0.07949121,approve
0,0.0021595838,approve
0,0.017486693,approve
0,0.0054874476,approve
0,0.06538426,approve
0,0.011639344,approve
0,0.32656395,approve
0,0.0014722933,approve
0,0.7698701,approve
0,0.107222706,approve
0,0.2390211,approve
0,0.03273926,approve
0,0.59150076,approve
0,0.00032452837,approve
0,0.0013113712,approve
0,0.021819761,approve
0,0.01945083,approve
0,0.0056900196,approve
0,0.6936184,approve
0,0.27354774,approve
0,0.24087523,approve
0,0.011121331,approve
0,0.93163246,decline
0,0.026070079,approve
0,0.90024817,decline
0,0.041266434,approve
0,0.0633576,approve
0,0.03687425,approve
0,0.3779198,approve
0,0.68089813,approve
0,0.15348642,approve
0,0.009460777,approve
0,0.16516528,approve
0,0.028089652,approve
0,0.08217215,approve
0,0.00012311332,approve
0,0.016989203,approve
0,0.010654964,approve
1,0.9997154,decline
0,0.044125594,approve
0,0.93509215,decline
0,0.24139585,approve
0,0.0043375953,approve
0,0.06648304,approve
0,0.11381945,approve
0,0.12614676,approve
0,0.020979,approve
0,0.00018813633,approve
0,0.13246796,approve
0,0.19468433,approve
0,0.5112183,approve
0,0.0008427543,approve
0,0.8211906,decline
0,0.71946746,approve
0,0.004372565,approve
0,0.020618416,approve
0,0.0024476722,approve
0,0.10011333,approve
0,0.073429145,approve
0,0.0128019815,approve
0,0.016452698,approve
0,0.14601198,approve
0,0.00059769984,approve
0,0.62052023,approve
0,0.1935404,approve
0,0.40065214,approve
0,0.0029786087,approve
0,0.35259965,approve
0,0.006797396,approve
0,0.07980873,approve
0,0.019679049,approve
0,0.89481056,decline
0,0.03194388,approve
0,0.11098327,approve
0,0.08668668,approve
0,0.002920127,approve
0,0.039477266,approve
0,0.009990666,approve
0,0.11650355,approve
0,0.07213646,approve
0,0.6372724,approve
0,0.0022957625,approve
0,0.034929503,approve
0,0.1000601,approve
0,0.00926582,approve
0,0.002139404,approve
0,0.015836895,approve
0,0.042625967,approve
0,0.015016949,approve
0,0.17689054,approve
0,0.07783789,approve
0,0.0045963153,approve
0,0.029544253,approve
0,0.3963991,approve
0,0.003533617,approve
0,0.0005779917,approve
0,0.055158563,approve
0,0.099824116,approve
0,0.021606537,approve
0,0.040878486,approve
0,0.008956953,approve
0,0.12731169,approve
0,0.076347336,approve
0,0.005966787,approve
0,0.9678965,decline
0,0.016322087,approve
0,0.6068227,approve
0,0.051873438,approve
0,0.0007039409,approve
0,0.07735969,approve
0,0.1616339,approve
0,0.24930516,approve
0,0.11924055,approve
0,0.91045624,decline
0,0.38156247,approve
0,0.0073059173,approve
0,0.0017393675,approve
0,0.37377417,approve
0,0.06462815,approve
0,0.05616856,approve
0,0.84174514,decline
0,0.0011368094,approve
0,0.0022854002,approve
0,0.772075,approve
0,0.002145311,approve
0,0.066497296,approve
0,0.016306922,approve
0,0.005144475,approve
0,0.73801255,approve
0,0.0016654585,approve
0,0.18344778,approve
0,0.0026133696,approve
0,0.18758732,approve
0,0.09885738,approve
0,0.3998243,approve
0,0.0069039166,approve
0,0.22751021,approve
0,0.06510627,approve
0,0.029061614,approve
0,0.036357533,approve
0,0.37647903,approve
0,0.01052335,approve
0,0.07540712,approve
0,0.9954222,decline
0,0.41759506,approve
0,0.0076455157,approve
0,0.010741702,approve
0,0.28686258,approve
0,0.2611236,approve
0,0.23945044,approve
0,0.015969384,approve
0,0.0077448,approve
0,0.000572632,approve
0,0.5473591,approve
0,0.11414317,approve
0,0.65224874,approve
0,0.22925076,approve
0,0.00067442923,approve
0,0.01451764,approve
0,0.39525294,approve
0,0.0005670767,approve
0,0.05009507,approve
0,0.03674944,approve
0,0.06586844,approve
0,0.004740419,approve
0,0.17639962,approve
0,0.05994495,approve
0,0.014781379,approve
0,0.36257195,approve
0,0.0027185848,approve
0,0.28159946,approve
0,0.026380032,approve
0,0.00085123867,approve
0,0.54925966,approve
0,0.018356547,approve
0,0.7872455,approve
0,0.008811292,approve
0,0.0010055155,approve
0,0.008783849,approve
0,0.000598565,approve
0,0.12251947,approve
0,0.0008140742,approve
0,0.0064000566,approve
0,0.009012338,approve
0,0.016652666,approve
0,0.14543054,approve
0,0.9830404,decline
0,0.009083437,approve
0,0.9012844,decline
0,0.30115294,approve
0,0.0034657593,approve
0,0.018306212,approve
0,0.00025373558,approve
0,0.34978518,approve
0,0.0071095135,approve
0,0.36037824,approve
0,0.0035456894,approve
0,0.019945532,approve
0,0.00039546622,approve
0,0.32692948,approve
0,0.053075816,approve
0,0.21745299,approve
0,0.0015726747,approve
0,0.013439453,approve
0,0.6061395,approve
0,0.8460028,decline
0,0.049953908,approve
0,0.009694976,approve
0,0.46658143,approve
0,0.0043880534,approve
0,0.00066391495,approve
0,0.18621774,approve
0,0.032416053,approve
0,0.0034368706,approve
0,0.88058335,decline
0,0.05701311,approve
0,0.09753977,approve
0,0.00037667522,approve
0,0.0012191609,approve
0,0.015714,approve
0,0.07423558,approve
0,0.6048153,approve
0,0.8358936,decline
0,0.14811774,approve
0,0.00066171284,approve
0,0.08042045,approve
0,0.66624814,approve
0,0.032792054,approve
0,0.0011048755,approve
0,0.21483934,approve
0,0.68012935,approve
0,0.028871333,approve
0,0.027259193,approve
0,0.0060796915,approve
0,0.62150145,approve
0,0.0017323195,approve
0,0.0046020695,approve
0,0.5968228,approve
0,0.005857225,approve
0,0.03419123,approve
0,0.9710451,decline
0,0.003597477,approve
0,0.036616806,approve
0,0.00014229461,approve
0,0.4745103,approve
0,0.20164965,approve
0,0.004477104,approve
0,0.019981394,approve
0,0.29252398,approve
0,0.005176937,approve
0,0.0034039484,approve
0,0.59552795,approve
0,0.1899143,approve
0,0.013278685,approve
0,0.15870573,approve
0,0.24130622,approve
0,0.0004795582,approve
0,0.0111727035,approve
0,0.8074118,decline
0,0.047559816,approve
0,0.0070724864,approve
0,0.002423036,approve
0,0.0063684722,approve
0,0.034935057,approve
0,0.17159343,approve
0,0.0022490679,approve
0,0.58951646,approve
0,0.0004371456,approve
0,0.024466006,approve
0,0.009623317,approve
0,0.0012411571,approve
0,0.26710442,approve
0,0.043897923,approve
0,0.0045866105,approve
0,0.06453412,approve
0,0.07164516,approve
0,0.025562827,approve
0,0.00026111887,approve
0,0.00033466954,approve
0,0.10460613,approve
0,0.984417,decline
0,0.035602614,approve
0,0.8150832,decline
0,0.10773359,approve
0,0.0027147867,approve
0,0.9972011,decline
0,0.65019995,approve
0,0.008569469,approve
0,0.00961653,approve
0,0.025606234,approve
0,0.009060999,approve
0,0.73781645,approve
0,0.9840746,decline
0,0.0026957737,approve
0,0.24686155,approve
0,0.96292037,decline
0,0.3394266,approve
0,0.0043247603,approve
0,0.01198287,approve
0,0.71293783,approve
0,0.004766827,approve
0,0.19937108,approve
0,0.19193281,approve
0,0.054146837,approve
0,0.06208114,approve
0,0.14209907,approve
0,0.111400366,approve
0,0.10176758,approve
0,0.043482304,approve
0,0.17262416,approve
0,0.0012331388,approve
0,0.0014782075,approve
0,0.00497049,approve
0,0.0014765419,approve
0,0.005346019,approve
0,0.016864493,approve
0,0.021015488,approve
0,0.0009368856,approve
0,0.015875647,approve
0,0.76399606,approve
0,0.009650892,approve
0,0.25839388,approve
0,0.0706926,approve
0,0.10020411,approve
0,0.20068055,approve
0,0.011221734,approve
0,0.01785133,approve
0,0.07618955,approve
0,0.0033021176,approve
0,0.0028165998,approve
0,0.026532391,approve
0,0.0051115463,approve
0,0.8268675,decline
0,0.0040211757,approve
0,0.035729665,approve
0,0.019521292,approve
0,0.16577522,approve
0,0.40889528,approve
0,0.0038055372,approve
0,0.0011976925,approve
0,0.8702463,decline
0,0.16063082,approve
0,0.014737612,approve
0,0.495064,approve
1,0.9996619,decline
0,0.9772471,decline
0,0.13850385,approve
0,0.9792173,decline
0,0.36736602,approve
0,0.17806835,approve
0,0.027447566,approve
0,0.04605438,approve
0,0.020641066,approve
0,0.0032432496,approve
0,0.09729793,approve
0,0.08352998,approve
0,0.00066433934,approve
0,0.6474433,approve
0,0.46593702,approve
0,0.04623036,approve
0,0.0055211005,approve
0,0.0024312332,approve
0,0.005996202,approve
0,0.007718081,approve
0,0.02415379,approve
0,0.0064778393,approve
0,0.006213812,approve
0,0.0040728506,approve
0,0.8106466,decline
0,0.022378553,approve
0,0.00073807326,approve
0,0.007063758,approve
0,0.00017990154,approve
0,0.003184372,approve
0,0.54391074,approve
0,0.18844688,approve
0,0.65657,approve
0,0.07721041,approve
0,0.8391694,decline
0,0.0028742205,approve
0,0.07841952,approve
0,0.0026556535,approve
0,0.0016867531,approve
0,0.019307043,approve
0,0.990927,decline
0,0.019387988,approve
0,0.00020729938,approve
0,0.26931357,approve
0,0.021744478,approve
0,0.0024869672,approve
0,0.16704938,approve
0,0.0036274942,approve
0,0.0010796593,approve
0,0.016008876,approve
0,0.019766983,approve
0,0.0030675177,approve
0,0.17369118,approve
0,0.035100173,approve
0,0.0032337892,approve
0,0.98888063,decline
0,0.083193876,approve
0,0.0054899957,approve
0,0.37635052,approve
0,0.035772387,approve
0,0.0070948596,approve
0,0.010494561,approve
0,0.028789975,approve
0,0.10343842,approve
0,0.026001373,approve
0,0.10024523,approve
0,0.022877302,approve
0,0.7413979,approve
0,0.05654465,approve
0,0.00042304894,approve
0,0.0076214806,approve
0,0.0070442604,approve
0,0.0026277557,approve
0,0.8532282,decline
0,0.038194325,approve
0,0.33317536,approve
0,0.29330876,approve
0,0.63291657,approve
0,0.38862127,approve
0,0.00040878248,approve
0,0.002942435,approve
0,0.0064961,approve
0,0.12960123,approve
0,0.008724303,approve
0,0.79318446,approve
0,0.004353252,approve
0,0.0043770405,approve
0,0.00030568565,approve
0,0.0024372055,approve
0,0.0038347289,approve
0,0.0030021756,approve
0,0.010223346,approve
0,0.04260232,approve
0,0.029022645,approve
0,0.9538882,decline
0,0.0013357329,approve
0,0.14633255,approve
0,0.04208379,approve
0,0.023353174,approve
0,0.15568991,approve
0,0.00048756332,approve
0,0.00063016085,approve
0,0.0013008527,approve
